gene;pLI;oe_mis_upper;oe_lof_upper;mis_z
CYP4F2;0,00;0,95;1,20;1,09
CYP4F22;0,00;0,93;0,77;1,24
CYP4F3;0,00;1,09;1,13;-0,22
CYP4F8;0,00;1,02;1,23;0,39
CYP4V2;0,00;1,08;1,13;-0,13
CYP4X1;0,00;0,87;0,91;1,82
CYP4Z1;0,00;0,93;1,04;1,16
CYP51A1;0,00;0,82;1,16;1,99
CYP7A1;0,00;1,06;0,82;0,08
CYP7B1;0,00;1,13;0,89;-0,54
CYP8B1;0,09;1,00;1,87;0,58
CYREN;0,01;1,17;1,31;-0,24
CYRIA;0,59;0,68;0,62;2,67
CYS1;0,01;1,71;1,86;-2,29
CYSLTR2;0,45;1,01;1,62;0,57
CYSRT1;0,00;1,10;1,89;0,14
CYSTM1;0,79;0,89;0,66;1,03
CYTH2;0,13;0,74;0,60;2,75
CYTH3;0,83;0,85;0,55;1,74
CYTH4;0,94;0,81;0,52;2,18
CYTIP;0,00;1,02;0,90;0,43
CYTL1;0,00;1,46;1,78;-1,40
CYYR1;0,00;1,14;1,53;-0,10
CZIB;0,00;0,98;1,24;0,72
D2HGDH;0,00;1,01;0,91;0,53
DAAM1;0,54;0,90;0,51;1,94
DAAM2;0,98;0,98;0,49;0,87
DAB1;1,00;0,88;0,41;1,69
DAB2;0,99;0,92;0,48;1,41
DACH1;1,00;0,95;0,37;1,13
DACT1;0,17;1,13;0,70;-0,78
DACT2;0,00;1,07;1,47;-0,10
DACT3;0,65;1,41;0,70;-3,19
DAD1;0,29;0,94;0,96;0,85
DAG1;1,00;0,84;0,30;2,56
DAGLA;1,00;0,67;0,31;5,19
DAGLB;0,00;1,23;1,12;-1,84
DALRD3;0,00;1,25;1,13;-1,68
DAND5;0,00;1,07;1,52;0,20
DAO;0,00;1,03;1,22;0,39
DAP;0,01;1,02;1,29;0,55
DAP3;0,00;0,98;0,71;0,76
DAPK1;1,00;0,75;0,38;4,00
DAPK3;0,00;1,13;1,18;-0,46
DAPL1;0,01;1,64;1,83;-1,13
DAPP1;0,01;0,84;0,91;1,45
DARS1;0,00;0,95;1,02;0,94
DARS2;0,00;0,91;0,92;1,42
DAW1;0,00;1,06;1,13;0,17
DAXX;0,89;0,89;0,52;1,85
DAZAP1;1,00;0,69;0,24;3,02
DAZAP2;0,98;0,87;0,46;1,28
DAZL;1,00;0,99;0,20;0,68
DBF4;0,99;0,89;0,48;1,59
DBF4B;0,00;0,90;1,00;1,60
DBH;0,00;1,02;0,94;0,36
DBI;0,00;1,11;1,75;0,29
DBNDD1;0,00;1,26;1,46;-0,64
DBNDD2;0,02;1,07;1,06;0,26
DBNL;0,00;0,92;0,78;1,25
DBP;0,00;1,24;1,04;-1,03
DBR1;0,00;0,94;0,84;1,14
DBT;0,00;0,90;1,26;1,32
DBX1;0,00;1,17;0,98;-0,70
DBX2;0,00;1,50;1,61;-2,82
DCAF1;1,00;0,59;0,18;6,38
DCAF10;0,06;0,82;0,66;2,26
DCAF11;0,00;0,87;0,73;1,86
DCAF12;0,00;0,80;0,70;2,27
DCAF13;0,00;0,87;0,85;1,56
DCAF15;0,97;0,81;0,50;2,49
DCAF16;0,01;1,06;0,99;0,27
DCAF17;0,00;0,96;0,86;0,92
DCAF4;0,00;0,91;0,79;1,40
DCAF4L1;1,00;0,68;0,30;3,22
DCAF4L2;0,00;1,03;1,10;0,34
DCAF5;1,00;0,71;0,19;4,29
DCAF7;1,00;0,33;0,24;5,61
DCAF8;1,00;0,62;0,47;4,33
DCAKD;0,00;0,99;1,16;0,69
DCANP1;0,10;1,17;1,94;-0,42
DCBLD1;0,00;1,02;0,94;0,38
DCBLD2;0,00;1,01;0,81;0,50
DCC;1,00;0,97;0,41;0,98
DCD;0,00;1,21;1,81;-0,22
DCDC1;0,00;1,07;1,09;-0,39
DCDC2;0,00;1,00;1,06;0,58
DCDC2B;0,00;1,12;1,38;-0,28
DCDC2C;0,00;1,17;1,50;-0,58
DCHS1;0,33;0,96;0,49;1,57
DCHS2;0,00;1,01;0,91;0,30
DCK;0,00;1,01;1,03;0,58
DCLK1;1,00;0,66;0,31;4,30
DCLK2;0,84;0,95;0,53;1,12
DCLK3;0,00;0,99;0,95;0,70
DCLRE1A;0,00;0,94;0,86;1,37
DCLRE1B;0,94;0,96;0,55;0,96
DCLRE1C;0,00;1,06;0,87;0,06
DCN;0,14;0,97;0,79;0,79
DCP1A;1,00;0,93;0,41;1,23
DCP1B;0,00;0,97;0,94;0,87
DCP2;0,00;1,11;0,79;-0,26
DCPS;0,00;1,10;1,00;-0,12
DCST1;0,00;1,00;1,03;0,56
DCST2;0,00;0,96;0,94;1,06
DCSTAMP;0,00;0,97;1,00;0,82
DCT;0,00;1,07;1,10;0,00
DCTD;0,00;1,07;1,92;0,30
DCTN1;1,00;0,87;0,45;2,50
DCTN2;0,87;0,89;0,54;1,44
DCTN3;0,00;1,06;1,18;0,27
DCTN4;0,87;0,91;0,55;1,27
DCTN5;0,03;0,77;0,90;1,77
DCTN6;0,91;0,93;0,58;0,92
DCTPP1;0,00;1,09;1,46;0,15
DCUN1D1;0,94;0,56;0,53;2,42
DCUN1D2;0,00;1,09;1,36;0,11
DCUN1D3;0,99;0,73;0,46;2,50
DCUN1D4;0,01;0,95;0,79;0,89
DCUN1D5;0,99;0,63;0,44;2,19
DCXR;0,00;1,18;1,36;-0,51
DDA1;0,98;0,98;0,46;0,70
DDAH1;0,00;1,15;1,14;-0,26
DDAH2;0,92;0,77;0,55;2,21
DDB1;1,00;0,58;0,20;6,46
DDB2;0,00;0,80;0,72;2,29
DDC;0,00;0,95;0,92;1,09
DDHD1;0,00;0,99;0,64;0,72
DDHD2;0,00;0,88;0,76;1,74
DDI1;0,00;0,99;1,34;0,69
DDI2;1,00;0,61;0,22;3,75
DDIAS;0,10;0,92;1,12;1,58
DDIT3;0,00;1,16;1,19;-0,17
DDIT4;0,00;1,11;1,48;-0,06
DDIT4L;0,00;1,11;1,27;0,03
DDN;0,04;1,06;1,17;-0,03
DDO;0,00;1,06;1,28;0,19
DDOST;0,00;0,99;0,75;0,66
DDR1;0,00;0,83;0,81;2,75
DDR2;1,00;0,73;0,38;3,83
DDRGK1;0,00;1,11;1,21;-0,13
DDT;0,01;1,38;1,93;-0,06
DDTL;0,20;1,31;1,83;-0,11
DDX1;1,00;0,91;0,33;1,28
DDX10;0,00;0,93;0,86;1,35
DDX11;0,00;0,86;0,78;2,29
DDX17;1,00;0,66;0,25;4,37
DDX18;0,98;0,99;0,50;0,74
DDX19A;1,00;0,55;0,36;4,20
DDX19B;0,04;0,70;0,64;3,17
DDX20;0,00;1,01;0,97;0,49
DDX21;1,00;0,72;0,29;3,63
DDX23;1,00;0,52;0,41;6,31
DDX24;0,87;0,96;0,52;1,11
DDX25;0,00;1,02;1,35;0,40
DDX27;0,29;0,84;0,53;2,41
DDX28;0,00;1,19;1,26;-1,17
DDX39A;1,00;0,65;0,46;3,56
DDX39B;1,00;0,36;0,22;5,96
DDX4;1,00;0,71;0,34;2,97
DDX41;0,00;0,76;0,77;3,15
DDX42;1,00;0,72;0,30;4,20
DDX43;0,00;0,89;0,79;1,55
DDX46;1,00;0,51;0,29;6,77
DDX47;0,00;0,96;1,31;0,95
DDX49;0,00;1,04;1,19;0,23
DDX5;1,00;0,68;0,18;3,77
DDX50;0,00;0,85;0,78;2,12
DDX51;0,00;1,35;1,27;-2,93
DDX52;0,00;1,03;0,89;0,35
DDX54;0,00;1,05;0,82;0,03
DDX55;0,00;1,00;1,01;0,61
DDX56;0,00;1,07;0,91;-0,02
DDX58;0,00;0,91;0,99;1,63
DDX59;0,00;0,94;0,86;1,23
DDX6;1,00;0,50;0,13;4,28
DDX60;0,00;0,97;0,86;1,06
DDX60L;0,00;1,05;1,04;-0,02
DEAF1;0,00;0,98;1,18;0,83
DECR1;0,00;1,13;1,57;-0,27
DECR2;0,00;1,32;1,73;-1,63
DEDD;1,00;0,66;0,26;3,13
DEDD2;0,00;1,01;1,12;0,52
DEF6;0,01;0,77;0,61;2,84
DEF8;0,00;1,01;0,93;0,56
DEFA3;0,78;0,43;0,74;1,55
DEFA4;0,00;1,83;1,95;-2,66
DEFA5;0,00;1,77;1,88;-1,79
DEFA6;0,00;1,74;1,91;-2,02
DEFB1;0,00;1,99;1,97;-3,29
DEFB104A;NA;1,89;NA;0,14
DEFB105A;0,47;0,39;1,57;1,01
DEFB108B;0,19;1,50;1,85;-0,74
DEFB110;0,00;1,52;1,95;-0,88
DEFB112;0,00;1,40;1,96;-0,74
DEFB113;0,00;1,58;1,96;-1,03
DEFB114;0,20;1,54;1,84;-0,88
DEFB115;0,01;1,59;1,49;-1,44
DEFB116;0,00;1,54;1,91;-1,47
DEFB118;0,04;1,19;1,86;-0,19
DEFB119;0,01;1,24;1,77;-0,23
DEFB121;0,00;1,17;1,96;0,07
DEFB123;0,03;1,11;1,72;0,29
DEFB124;0,73;1,07;0,83;0,39
DEFB125;0,34;1,15;1,53;0,22
DEFB126;0,27;1,09;1,70;0,26
DEFB127;0,15;1,09;1,70;0,29
DEFB128;0,31;1,35;1,60;-0,63
DEFB129;0,22;0,88;1,48;1,25
DEFB131A;0,03;1,87;1,91;-1,54
DEFB131B;0,05;1,18;1,80;0,08
DEFB132;0,00;1,20;1,95;-0,08
DEFB135;0,00;1,77;1,95;-1,83
DEFB136;0,00;1,44;1,97;-0,89
DEFB4A;0,33;0,40;1,85;1,15
DEGS1;0,00;0,97;1,05;0,79
DEGS2;0,00;0,94;1,13;1,03
DEK;0,00;1,03;0,77;0,42
DELE1;0,00;1,03;1,18;0,33
DENND10;0,00;0,83;1,08;1,54
DENND11;0,00;0,91;1,05;1,32
DENND1B;0,00;0,95;0,80;1,11
DENND1C;0,00;1,06;1,02;-0,06
DENND2A;0,00;0,90;0,63;1,86
DENND2B;1,00;0,88;0,37;2,32
DENND2C;0,00;0,91;0,74;1,72
DENND2D;0,00;0,93;0,79;1,23
DENND3;0,00;0,85;0,81;2,71
DENND4A;1,00;0,79;0,44;3,99
DENND4B;0,01;0,78;0,53;4,03
DENND4C;0,00;1,08;0,59;-0,74
DENND5A;0,00;0,81;0,57;3,20
DENND5B;1,00;0,78;0,35;3,66
DENND6A;0,00;0,88;0,71;1,63
DENND6B;0,00;1,13;1,21;-0,60
DENR;0,92;0,77;0,57;1,61
DEPDC1;0,00;0,89;0,93;1,63
DEPDC1B;0,00;0,92;0,96;1,29
DEPDC4;0,00;1,08;1,42;0,01
DEPDC5;1,00;0,81;0,40;3,74
DEPDC7;0,00;0,93;0,99;1,19
DEPP1;0,38;1,02;1,77;0,48
DEPTOR;0,00;1,00;1,24;0,60
DERA;0,34;1,13;0,66;-0,16
DERL1;0,01;0,89;0,74;1,26
DERL2;0,33;0,85;0,80;1,34
DERL3;0,00;1,25;1,41;-0,87
DES;0,00;1,03;0,81;0,37
DESI1;0,00;0,92;1,12;1,00
DESI2;0,59;0,85;0,81;1,16
DET1;0,01;1,02;0,69;0,41
DEUP1;0,00;1,08;1,08;0,06
DEXI;0,11;1,01;1,82;0,57
DFFA;0,01;1,00;0,78;0,59
DFFB;0,00;0,98;1,14;0,79
DGAT1;0,00;1,02;1,06;0,42
DGAT2;0,00;0,99;0,93;0,68
DGCR2;0,00;1,05;0,69;0,15
DGCR6L;0,00;0,86;1,12;1,45
DGCR8;1,00;0,70;0,27;4,02
DGKA;1,00;0,73;0,42;3,55
DGKB;0,00;0,96;0,76;0,96
DGKD;0,00;0,88;0,55;2,33
DGKE;0,00;0,97;1,00;0,88
DGKG;0,00;0,94;0,92;1,23
DGKH;0,00;0,84;0,69;2,78
DGKI;1,00;0,82;0,43;2,73
DGKQ;0,00;1,26;1,29;-2,62
DGLUCY;0,00;1,01;1,22;0,54
DGUOK;0,00;1,14;1,12;-0,26
DHCR24;0,05;0,81;0,60;2,39
DHCR7;0,00;0,98;1,09;0,76
DHDDS;0,91;0,84;0,54;1,78
DHDH;0,00;1,05;1,28;0,26
DHFR;0,06;0,74;0,99;1,70
DHFR2;0,00;0,94;1,32;0,89
DHH;0,00;0,90;1,00;1,43
DHODH;0,00;1,09;1,03;-0,11
DHPS;0,00;1,05;0,82;0,22
DHRS1;0,00;0,91;1,20;1,27
DHRS11;0,00;1,02;0,91;0,48
DHRS12;0,00;1,11;1,24;-0,03
DHRS13;0,00;1,09;1,89;-0,11
DHRS2;0,00;1,24;1,40;-1,07
DHRS3;0,02;0,83;0,79;1,83
DHRS4;0,00;1,14;1,04;-0,33
DHRS4L2;0,00;1,43;1,31;-1,96
DHRS7;0,00;1,13;1,29;-0,30
DHRS7C;0,00;1,10;1,30;-0,12
DHRS9;0,00;1,15;0,95;-0,46
DHTKD1;0,00;1,05;0,86;0,03
DHX15;1,00;0,33;0,16;7,94
DHX16;0,00;0,73;0,72;4,26
DHX29;0,00;0,88;0,58;2,15
DHX30;1,00;0,56;0,08;6,91
DHX32;0,00;0,87;0,92;2,04
DHX33;0,00;0,93;0,74;1,36
DHX34;0,00;1,04;1,05;0,09
DHX35;0,00;0,97;1,01;0,87
DHX36;1,00;0,85;0,40;2,32
DHX37;0,20;0,92;0,52;1,77
DHX38;0,00;0,88;0,75;2,33
DHX40;0,28;0,67;0,57;3,70
DHX57;0,00;1,11;0,74;-0,93
DHX58;0,00;0,89;0,96;1,83
DHX8;0,00;0,56;0,55;6,86
DHX9;1,00;0,53;0,26;7,23
DIABLO;0,00;1,16;1,25;-0,38
DIAPH1;1,00;0,87;0,37;2,45
DIAPH3;0,00;1,00;0,89;0,64
DICER1;1,00;0,68;0,28;6,15
DIDO1;1,00;1,00;0,24;0,54
DIMT1;0,00;0,96;1,11;0,84
DIO1;0,00;0,91;0,92;1,17
DIO2;0,00;0,95;1,29;0,92
DIP2A;0,00;0,90;0,62;2,22
DIP2B;1,00;0,79;0,45;4,07
DIP2C;1,00;0,75;0,24;4,79
DIPK1A;0,00;0,89;1,24;1,32
DIPK1B;0,00;1,18;1,22;-0,93
DIPK1C;0,00;1,21;1,88;-1,03
DIPK2A;0,00;1,07;1,00;0,05
DIRAS1;0,35;0,85;0,91;1,47
DIRAS2;0,46;0,77;0,78;1,92
DIRAS3;0,34;0,87;1,84;1,40
DIS3;0,00;0,99;1,08;0,69
DIS3L;0,00;0,94;0,96;1,38
DIS3L2;1,00;0,93;0,47;1,40
DISC1;0,00;0,97;0,89;0,90
DISP1;0,00;0,84;1,03;3,09
DISP2;0,00;1,02;0,81;0,29
DISP3;0,00;0,93;0,89;1,67
DIXDC1;0,00;0,96;0,78;1,01
DKK1;0,00;1,04;1,10;0,34
DKK2;0,61;1,01;0,62;0,55
DKK3;0,00;0,94;0,96;1,05
DKK4;0,00;1,02;1,64;0,47
DKKL1;0,00;1,09;1,02;0,04
DLAT;0,00;0,93;0,76;1,33
DLC1;0,99;1,31;0,47;-4,31
DLD;0,00;0,89;0,73;1,53
DLEC1;0,00;1,00;0,81;0,68
DLEU7;0,00;1,40;1,90;-1,58
DLG1;0,99;0,89;0,49;1,55
DLG2;1,00;0,89;0,44;1,87
DLG4;1,00;0,61;0,15;4,84
DLG5;1,00;0,87;0,33;2,91
DLGAP1;1,00;0,84;0,22;2,66
DLGAP2;1,00;1,40;0,43;-4,71
DLGAP3;1,00;0,94;0,37;1,36
DLGAP4;1,00;0,84;0,33;2,72
DLGAP5;0,00;1,08;1,11;-0,20
DLK1;0,99;1,03;0,46;0,36
DLK2;0,96;0,80;0,53;2,23
DLL1;1,00;0,92;0,24;1,53
DLL3;0,00;1,42;1,51;-3,40
DLL4;1,00;0,70;0,20;3,90
DLST;0,99;0,92;0,49;1,25
DLX1;0,94;0,76;0,55;2,17
DLX2;0,96;1,04;0,53;0,31
DLX3;0,91;0,88;0,56;1,43
DLX4;0,00;1,07;1,06;0,16
DLX5;0,98;0,92;0,50;1,16
DLX6;1,00;1,19;0,38;-0,66
DMAC1;0,00;1,52;1,84;-1,65
DMAC2;0,00;0,99;1,32;0,67
DMAC2L;0,00;1,02;1,32;0,51
DMAP1;0,00;0,77;0,69;2,61
DMBT1;0,00;1,06;0,90;-0,35
DMBX1;1,00;0,94;0,41;1,10
DMC1;0,00;0,73;0,99;2,27
DMGDH;0,00;0,95;0,94;1,16
DMKN;0,00;1,04;1,04;0,23
DMP1;0,00;0,92;1,21;1,29
DMPK;0,00;1,11;0,67;-0,56
DMRT1;1,00;1,38;0,43;-2,32
DMRT2;0,00;1,64;1,28;-5,34
DMRT3;0,00;1,38;1,27;-2,66
DMRTA1;0,00;1,40;1,28;-2,96
DMRTA2;0,01;1,37;1,24;-2,21
DMRTB1;0,24;1,34;0,72;-1,88
DMRTC2;0,96;0,98;0,52;0,80
DMTF1;0,72;0,82;0,54;2,35
DMWD;0,07;0,98;0,65;0,84
DMXL1;1,00;1,04;0,36;-0,14
DMXL2;1,00;0,87;0,36;3,32
DNA2;0,00;0,95;1,12;1,22
DNAAF1;0,00;1,34;1,14;-3,03
DNAAF10;0,00;0,95;0,99;0,96
DNAAF11;0,00;1,03;1,02;0,38
DNAAF2;0,00;1,28;1,81;-2,58
DNAAF3;0,00;1,15;1,14;-0,81
DNAAF4;0,00;1,23;1,02;-1,22
DNAAF5;0,00;1,24;1,12;-2,19
DNAAF8;0,00;1,33;1,46;-2,42
DNAAF9;0,00;0,94;0,75;1,09
DNAH1;0,00;0,93;0,76;2,59
DNAH10;0,00;0,90;0,76;3,52
DNAH11;0,00;1,28;0,91;-6,71
DNAH14;0,00;0,92;0,97;2,63
DNAH17;0,00;1,09;0,86;-1,98
DNAH2;0,00;0,85;0,66;4,83
DNAH5;0,00;0,95;0,76;2,12
DNAH6;0,00;0,88;0,75;3,42
DNAH7;0,00;1,01;0,96;0,36
DNAH8;0,00;0,91;0,69;2,66
DNAH9;0,00;0,96;0,78;1,75
DNAI1;0,00;0,98;0,85;0,86
DNAI2;0,00;0,87;0,97;1,94
DNAI3;0,00;0,94;0,88;1,24
DNAI4;0,00;1,05;0,86;0,09
DNAI7;0,00;0,98;1,28;0,78
DNAJA1;0,00;0,69;0,77;2,95
DNAJA2;1,00;0,72;0,26;2,87
DNAJA3;0,00;1,16;0,74;-0,79
DNAJA4;0,00;0,90;1,02;1,38
DNAJB1;0,00;1,19;0,95;-0,83
DNAJB11;0,00;0,85;0,93;1,59
DNAJB12;0,97;0,91;0,51;1,36
DNAJB13;0,00;1,04;0,90;0,35
DNAJB14;0,09;0,74;0,64;2,57
DNAJB2;0,00;0,91;0,84;1,24
DNAJB4;0,68;0,83;0,62;1,82
DNAJB6;0,00;1,09;0,92;0,09
DNAJB7;0,04;1,20;1,85;-0,78
DNAJB9;0,00;1,10;0,96;0,05
DNAJC1;0,00;1,10;0,96;-0,18
DNAJC10;0,00;1,10;1,08;-0,22
DNAJC11;1,00;0,80;0,28;2,50
DNAJC12;0,00;1,06;1,19;0,31
DNAJC13;1,00;0,84;0,27;3,39
DNAJC15;0,00;1,27;1,63;-0,62
DNAJC16;0,00;0,92;0,93;1,48
DNAJC17;0,00;0,99;0,95;0,65
DNAJC18;0,00;0,83;1,00;1,87
DNAJC19;0,00;0,87;1,55;1,07
DNAJC2;1,00;0,82;0,47;2,17
DNAJC21;0,00;1,04;1,08;0,31
DNAJC22;0,00;1,07;1,37;0,09
DNAJC24;0,00;0,99;1,51;0,65
DNAJC25;0,00;1,05;0,96;0,25
DNAJC27;0,06;1,05;0,80;0,35
DNAJC28;0,00;1,02;0,97;0,48
DNAJC3;0,00;0,95;0,74;1,04
DNAJC30;0,00;1,13;1,48;-0,20
DNAJC5;1,00;0,79;0,21;1,79
DNAJC5B;0,00;1,07;1,36;0,24
DNAJC5G;0,00;1,12;1,02;-0,05
DNAJC6;1,00;0,87;0,42;2,23
DNAJC7;1,00;0,73;0,39;2,91
DNAJC8;0,01;0,75;0,73;2,07
DNAJC9;0,00;1,10;0,84;-0,02
DNAL1;0,00;1,01;1,47;0,55
DNAL4;0,00;1,18;1,44;-0,06
DNALI1;0,00;0,98;1,20;0,71
DNASE1;0,00;1,42;1,46;-2,34
DNASE1L2;0,00;1,39;1,75;-2,08
DNASE1L3;0,00;1,04;1,12;0,34
DNASE2;0,00;0,96;1,20;0,88
DNASE2B;0,00;0,99;1,21;0,68
DND1;0,70;1,08;0,64;0,11
DNER;0,21;1,02;0,56;0,37
DNHD1;0,00;0,90;0,90;3,32
DNLZ;0,00;1,58;1,96;-1,54
DNM1;1,00;0,62;0,42;5,03
DNM1L;0,92;0,55;0,51;5,33
DNM2;1,00;0,65;0,24;4,87
DNM3;0,00;0,84;0,69;2,40
DNMBP;0,00;0,90;0,66;2,20
DNMT1;1,00;0,60;0,15;7,35
DNMT3A;0,00;0,89;2,00;2,00
DNMT3B;1,00;0,78;0,40;3,33
DNMT3L;0,00;1,07;1,18;0,15
DNPEP;0,00;1,00;0,96;0,65
DNPH1;0,00;1,35;1,91;-1,18
DNTT;0,00;1,07;0,94;-0,02
DNTTIP1;0,02;0,73;0,67;2,51
DNTTIP2;0,00;1,02;0,98;0,36
DOC2A;0,00;0,91;0,97;1,32
DOC2B;0,00;1,33;1,37;-1,34
DOCK1;0,00;0,84;0,64;3,37
DOCK10;0,00;0,92;0,65;1,87
DOCK2;1,00;0,75;0,42;4,92
DOCK3;1,00;0,79;0,30;4,40
DOCK4;1,00;0,94;0,45;1,70
DOCK5;0,00;0,93;0,68;1,73
DOCK6;0,00;0,99;0,87;0,84
DOCK7;0,00;0,81;0,55;3,88
DOCK8;0,00;1,13;0,62;-1,71
DOCK9;1,00;0,84;0,43;3,46
DOHH;0,00;1,34;1,69;-1,68
DOK1;0,01;0,96;0,74;0,94
DOK2;0,00;1,36;1,84;-2,36
DOK3;0,00;1,19;1,47;-0,94
DOK5;0,00;1,04;0,93;0,37
DOK6;0,02;0,88;0,69;1,46
DOK7;0,00;1,62;1,66;-5,00
DOLK;0,00;0,89;0,86;1,69
DOLPP1;0,08;0,90;0,69;1,24
DONSON;0,00;1,15;0,92;-0,71
DOP1A;1,00;0,84;0,40;3,69
DOT1L;1,00;0,95;0,32;1,38
DPAGT1;0,00;0,78;0,84;2,38
DPCD;0,00;0,87;1,07;1,33
DPEP2;0,00;1,02;1,09;0,47
DPEP2NB;0,18;1,07;1,86;0,35
DPEP3;0,00;0,90;1,10;1,48
DPF1;1,00;0,74;0,42;2,65
DPF2;1,00;0,66;0,29;3,36
DPF3;0,99;0,89;0,49;1,48
DPH1;0,00;1,12;1,32;-0,44
DPH2;0,00;0,97;0,91;0,83
DPH3;0,01;1,14;1,44;0,16
DPH5;0,00;0,97;1,30;0,76
DPH6;0,00;1,26;1,40;-0,80
DPH7;0,00;1,17;1,37;-0,86
DPM1;0,00;1,05;1,01;0,34
DPM2;0,01;1,18;1,27;0,05
DPM3;0,01;1,03;1,36;0,50
DPP10;1,00;0,89;0,38;1,73
DPP3;0,00;0,88;0,83;1,89
DPP4;0,00;1,00;0,90;0,64
DPP6;0,00;0,93;0,75;1,37
DPP7;0,00;1,32;1,71;-2,25
DPP8;1,00;0,79;0,37;2,64
DPP9;0,00;0,93;0,65;1,44
DPPA2;0,00;1,03;1,00;0,38
DPPA3;0,01;0,90;1,11;1,10
DPPA5;0,00;0,94;1,48;0,89
DPT;0,00;1,07;0,96;0,23
DPY19L1;0,29;0,82;0,63;1,75
DPY19L2;0,00;0,84;0,73;2,01
DPY19L3;0,00;0,83;0,67;2,26
DPY19L4;0,00;1,03;1,20;0,34
DPY30;0,46;0,77;0,75;1,45
DPYD;0,00;1,04;1,09;0,10
DPYS;0,00;1,05;1,03;0,14
DPYSL2;1,00;0,68;0,29;3,93
DPYSL3;1,00;0,83;0,39;2,44
DPYSL4;0,00;0,94;0,89;1,23
DPYSL5;1,00;0,67;0,27;3,74
DQX1;0,00;0,94;0,97;1,30
DR1;0,69;0,55;0,65;2,83
DRAM1;0,00;1,08;1,13;0,24
DRAM2;0,00;1,04;1,12;0,40
DRAP1;0,18;1,08;0,74;0,16
DRAXIN;0,00;0,85;1,08;1,77
DRC1;0,00;1,00;0,87;0,66
DRC3;0,00;1,01;1,06;0,54
DRC7;0,00;0,91;0,88;1,67
DRD1;1,00;0,70;0,25;3,21
DRD2;1,00;0,69;0,37;3,38
DRD3;0,66;0,94;0,60;1,09
DRD4;0,00;1,86;1,95;-6,32
DRD5;0,09;1,21;1,85;-1,33
DRG1;0,02;0,71;0,70;2,82
DRG2;0,00;0,77;0,93;2,35
DRGX;0,00;1,13;1,06;-0,24
DRICH1;0,00;1,08;1,31;0,18
DROSHA;1,00;0,73;0,39;4,55
DSC1;0,00;1,04;0,95;0,09
DSC2;0,00;0,98;0,74;0,85
DSC3;0,00;1,11;1,27;-0,72
DSCAM;1,00;0,79;0,28;4,45
DSCAML1;1,00;0,79;0,25;4,59
DSCC1;0,00;1,01;0,85;0,55
DSE;0,06;0,75;0,56;3,70
DSEL;0,00;0,92;0,74;1,77
DSG1;1,00;1,01;0,46;0,49
DSG2;0,00;0,94;0,76;1,38
DSG3;0,00;1,01;0,86;0,43
DSG4;0,00;1,07;1,06;-0,23
DSN1;0,00;0,98;0,85;0,75
DSP;1,00;0,91;0,44;2,65
DSPP;0,00;0,82;1,27;3,22
DST;1,00;0,90;0,30;3,95
DSTN;0,01;0,80;1,01;1,58
DSTYK;1,00;0,82;0,45;2,85
DTD1;0,03;0,82;0,81;1,59
DTD2;0,00;1,05;1,43;0,37
DTHD1;0,00;1,03;1,03;0,30
DTL;0,01;0,85;0,64;2,03
DTNA;0,40;0,85;0,52;2,30
DTNBP1;0,00;1,13;1,10;-0,32
DTWD1;0,00;1,09;1,28;0,01
DTWD2;0,00;1,52;1,71;-2,90
DTX1;0,00;0,93;0,74;1,30
DTX2;0,00;0,86;0,86;1,89
DTX3;0,78;0,73;0,60;2,67
DTX3L;0,00;0,94;0,69;1,25
DTX4;0,00;0,93;0,73;1,29
DTYMK;0,00;1,23;1,40;-0,74
DUOX1;0,00;0,92;0,89;1,88
DUOX2;0,00;1,04;1,17;0,03
DUOXA1;0,00;0,98;1,01;0,74
DUOXA2;0,00;1,20;1,16;-0,85
DUS1L;0,00;1,01;1,10;0,50
DUS2;0,00;0,92;0,88;1,35
DUS3L;0,00;1,06;1,14;-0,01
DUS4L;0,00;1,00;1,18;0,62
DUSP1;0,33;1,06;0,69;0,18
DUSP10;0,09;0,91;0,70;1,41
DUSP12;0,00;0,97;0,95;0,81
DUSP13;0,00;1,00;1,41;0,64
DUSP14;0,50;0,75;0,77;2,03
DUSP15;0,00;1,41;1,50;-1,80
DUSP16;0,97;0,90;0,50;1,69
DUSP18;0,11;1,00;0,98;0,60
DUSP19;0,00;1,06;1,52;0,25
DUSP2;0,00;1,30;1,44;-1,42
DUSP22;0,00;1,32;1,41;-1,24
DUSP23;0,00;1,40;1,35;-1,23
DUSP26;0,00;0,84;0,98;1,58
DUSP28;0,00;1,95;1,98;-4,23
DUSP29;0,00;1,07;1,44;0,20
DUSP3;0,04;0,98;1,06;0,73
DUSP4;0,02;0,92;0,81;1,29
DUSP5;0,00;1,27;1,07;-1,42
DUSP6;0,99;0,95;0,45;1,03
DUSP7;0,94;0,84;0,55;1,85
DUSP8;0,02;1,11;0,81;-0,35
DUT;0,00;1,35;1,68;-1,21
DUXA;0,00;1,08;1,18;0,15
DVL1;0,00;1,28;1,05;-2,56
DVL2;0,00;0,96;0,72;1,05
DVL3;0,70;0,84;0,54;2,48
DXO;0,00;0,99;1,26;0,72
DYDC1;0,00;1,08;1,06;0,26
DYDC2;0,00;0,94;1,40;0,94
DYM;0,00;0,97;1,08;0,92
DYNAP;0,07;1,22;1,22;-0,56
DYNC1H1;1,00;0,46;0,12;16,08
DYNC1I2;0,00;0,68;0,84;3,36
