gene;pLI;oe_mis_upper;oe_lof_upper;mis_z
PLK1;0,98;0,71;0,31;2,52
SLC12A2;0,96;0,78;0,31;2,40
NXF1;0,98;0,69;0,31;2,66
XK;0,95;0,64;0,31;2,12
FAM49B;0,98;0,38;0,31;3,21
SLC9A3;0,98;0,76;0,31;2,49
TOB1;0,95;0,81;0,31;1,45
ADAMTS2;0,97;0,91;0,31;1,43
EPS8;0,97;0,97;0,31;0,81
TCOF1;0,95;1,03;0,31;0,34
LAMA5;0,01;1,05;0,31;-0,27
MDGA1;0,98;0,76;0,31;2,57
NNT;0,97;0,82;0,31;2,08
FOXC1;0,95;1,05;0,31;0,34
CAPRIN1;0,97;0,84;0,31;1,69
KIAA0355;0,97;0,88;0,31;1,64
FBXL16;0,97;0,54;0,31;3,14
FAM155A;0,98;1,05;0,31;0,31
WASF2;0,98;0,80;0,31;1,77
ZCCHC14;0,98;0,97;0,31;0,81
ZXDB;0,95;0,93;0,31;0,96
LRRTM3;0,98;0,78;0,31;1,88
SCRIB;0,93;1,02;0,31;0,38
SRGAP2;0,98;0,66;0,31;3,19
ANKFY1;0,96;0,80;0,31;2,46
NUCKS1;0,97;0,60;0,31;2,09
RUNX1T1;0,98;0,76;0,31;2,17
MAGEL2;0,98;1,18;0,31;-0,56
LRRC8D;0,98;0,64;0,31;3,20
COL27A1;0,59;1,00;0,31;0,63
PLCB3;0,94;0,72;0,31;3,27
FZD4;0,97;0,98;0,31;0,73
EGR3;0,95;0,48;0,31;3,38
SCD;0,97;0,70;0,31;2,04
CXorf56;0,95;0,45;0,31;2,24
SCUBE1;0,96;0,84;0,31;1,98
HLF;0,95;0,62;0,31;2,28
TBCEL;0,97;0,57;0,31;2,77
LIMCH1;0,95;1,01;0,31;0,52
PIP5K1C;0,98;0,76;0,31;2,29
CTNNA1;0,97;0,61;0,31;3,66
PTK2B;0,94;0,89;0,31;1,50
HIVEP3;0,91;0,96;0,31;1,17
VPS35;0,97;0,58;0,31;3,53
ZNF512;0,98;0,69;0,31;2,41
ARHGAP4;0,98;0,99;0,31;0,69
ABCE1;0,97;0,41;0,31;4,10
PTPRB;0,50;0,91;0,31;1,66
SEMA4D;0,97;0,95;0,31;1,00
DGKI;0,93;0,69;0,31;3,08
FBXO21;0,98;0,67;0,31;2,72
RNF41;0,97;0,49;0,31;3,00
MCF2;0,97;0,92;0,31;1,10
FBXW11;0,98;0,43;0,31;3,96
CASC5;0,78;1,05;0,31;-0,01
INTS8;0,94;0,81;0,31;2,03
SQLE;0,98;0,90;0,31;1,14
CNIH2;0,95;0,45;0,31;2,25
HSF2;0,98;0,74;0,32;2,07
PAN2;0,94;0,71;0,32;3,18
TAF1L;0,96;1,09;0,32;-0,40
TUBA1B;0,97;0,09;0,32;5,41
FAM65A;0,95;0,88;0,32;1,67
TUBB3;0,97;0,31;0,32;4,58
TBX20;0,97;0,80;0,32;1,68
PRDM11;0,97;0,91;0,32;1,13
HMGB2;0,95;0,71;0,32;1,61
MOB1A;0,95;0,69;0,32;1,65
KLC2;0,98;0,79;0,32;2,02
G2E3;0,97;0,76;0,32;2,13
CLSTN3;0,97;0,89;0,32;1,50
SPHKAP;0,94;1,13;0,32;-0,76
AKT1;0,98;0,53;0,32;3,48
NKX2-3;0,95;0,95;0,32;0,81
YPEL2;0,95;0,51;0,32;1,80
KBTBD6;0,97;0,70;0,32;2,58
RPL13;0,95;1,24;0,32;-0,32
CAPN15;0,97;0,87;0,32;1,77
ATXN1;0,97;0,91;0,32;1,25
EMX2;0,95;0,76;0,32;1,57
MGEA5;0,97;0,68;0,32;3,00
PATL1;0,96;0,73;0,32;2,44
BRD3;0,97;0,72;0,32;2,64
IP6K2;0,97;0,62;0,32;2,63
RASGEF1A;0,97;0,64;0,32;2,66
MDN1;0,00;0,93;0,32;2,01
RAP1GAP2;0,97;0,77;0,32;2,23
USP5;0,96;0,65;0,32;3,36
ZBTB20;0,97;0,51;0,32;4,27
ATG9A;0,97;0,74;0,32;2,60
RPS6KB1;0,97;0,42;0,32;3,90
ANO8;0,96;0,79;0,32;2,50
TUBA1A;0,97;0,05;0,32;5,58
VPS26B;0,97;0,71;0,32;2,02
RNF165;0,97;0,72;0,32;1,94
NUP62;0,95;1,10;0,32;0,01
SLC32A1;0,97;0,71;0,32;2,30
ZEB1;0,97;0,88;0,32;1,60
TAF12;0,95;0,77;0,32;1,29
LRP1B;0,00;0,92;0,32;1,93
TRIM41;0,97;0,94;0,32;1,01
DMTF1;0,97;0,76;0,32;2,20
KIRREL3;0,97;0,77;0,32;2,35
ETV6;0,97;0,79;0,32;1,78
PSEN1;0,97;0,71;0,32;2,16
TFDP1;0,97;0,69;0,32;2,28
JMY;0,96;0,85;0,32;1,71
NPAS4;0,97;0,87;0,32;1,52
PRKACA;0,97;0,51;0,32;2,97
RASGRP1;0,97;0,69;0,32;2,74
SLIT3;0,75;0,87;0,32;1,94
G6PD;0,97;0,74;0,32;2,00
STAU2;0,97;0,86;0,32;1,42
LRP6;0,70;0,79;0,32;2,75
KCNN3;0,97;0,62;0,32;3,33
HSPA9;0,97;0,93;0,32;1,04
ZBTB12;0,95;0,52;0,32;3,45
RBM41;0,97;0,98;0,32;0,68
STAT2;0,93;0,72;0,32;2,60
ELOVL6;0,97;0,38;0,32;3,04
PPP2R5C;0,97;0,57;0,32;3,08
SPATS2;0,97;0,96;0,32;0,80
ZNF687;0,97;0,87;0,32;1,81
USP12;0,97;0,53;0,32;2,82
NPAS1;0,97;0,80;0,32;1,80
SYNRG;0,93;0,91;0,32;1,44
SPRED1;0,97;0,89;0,32;1,17
MRC2;0,67;0,79;0,32;2,73
ATG16L1;0,96;0,67;0,32;2,63
SULT4A1;0,97;0,52;0,32;2,66
NR3C1;0,97;0,82;0,32;1,84
BRS3;0,95;0,91;0,32;0,94
DIAPH1;0,92;0,88;0,32;1,65
MON2;0,59;0,74;0,32;3,20
WNT3A;0,96;0,73;0,32;2,00
HIAT1;0,97;0,59;0,32;2,82
GPRIN1;0,97;1,03;0,32;0,34
RGL1;0,96;0,77;0,32;2,22
LRRN1;0,97;1,04;0,32;0,35
FBXO5;0,97;0,95;0,32;0,82
PAK2;0,97;0,50;0,32;3,40
BEGAIN;0,97;0,75;0,32;2,24
CCNE1;0,97;0,82;0,32;1,53
KIAA0907;0,97;0,81;0,32;1,74
CORO1A;0,97;0,66;0,32;2,48
NBEAL2;0,06;0,87;0,32;2,39
PPIG;0,96;0,83;0,32;1,72
ECE1;0,96;0,76;0,32;2,31
RANBP10;0,97;0,85;0,32;1,55
APBB1;0,97;0,86;0,32;1,56
CLCF1;0,95;0,87;0,32;1,12
GATA1;0,95;0,88;0,32;1,14
MTF1;0,97;0,72;0,32;2,54
PIM2;0,95;0,80;0,32;1,34
BCL11A;0,97;0,59;0,32;3,84
FAM46C;0,95;0,73;0,32;1,99
NOTCH3;0,41;0,77;0,32;3,53
IDS;0,95;0,90;0,32;0,97
SHB;0,97;1,06;0,32;0,24
COL4A6;0,90;0,90;0,32;1,48
SERPING1;0,96;0,91;0,32;1,06
RPS5;0,95;0,43;0,32;2,79
EIF2S3;0,96;0,31;0,32;3,61
OFD1;0,96;1,04;0,32;0,32
NUP155;0,65;0,98;0,32;0,81
SIX3;0,95;0,69;0,32;2,07
RBX1;0,95;0,28;0,32;2,38
DYRK1B;0,97;0,81;0,32;1,85
CCAR2;0,94;0,98;0,32;0,73
ZC3H7B;0,93;0,73;0,32;2,87
FGF9;0,95;0,73;0,32;1,54
PRKRIR;0,97;0,74;0,32;2,34
PVRL2;0,97;0,83;0,32;1,64
CLTA;0,96;0,95;0,32;0,80
SH2B1;0,97;0,99;0,32;0,69
GLS;0,96;0,48;0,32;3,73
ZKSCAN1;0,97;0,75;0,32;2,12
SEMA6D;0,94;0,94;0,32;1,08
IL13RA1;0,96;1,02;0,32;0,52
ZCCHC8;0,97;0,78;0,32;2,03
MAP3K8;0,97;0,69;0,32;2,29
BABAM1;0,96;0,88;0,32;1,17
TSC22D2;0,97;0,98;0,32;0,70
RAB3A;0,95;0,57;0,32;2,32
ZNF483;0,97;0,73;0,32;2,40
CFH;0,86;0,95;0,32;1,00
SEC16A;0,36;1,08;0,32;-0,47
SFMBT1;0,94;0,81;0,32;2,05
SLC5A3;0,97;0,68;0,32;2,76
SLC5A3;0,97;0,68;0,32;2,76
CDK13;0,91;0,80;0,32;2,35
IGSF9B;0,87;0,81;0,32;2,58
ACAP2;0,92;0,62;0,32;3,22
MAP2K2;0,97;0,76;0,33;1,87
PDCD10;0,96;0,76;0,33;1,43
DIS3L2;0,94;0,96;0,33;0,94
PDGFRB;0,90;0,86;0,33;1,84
C19orf68;0,96;0,49;0,33;3,68
ZFYVE9;0,90;0,87;0,33;1,80
UTY;0,97;1,17;0,33;-0,17
NCKAP1L;0,85;0,78;0,33;2,48
BNC1;0,96;0,92;0,33;1,20
LRRC25;0,95;0,95;0,33;0,81
ABLIM1;0,93;0,86;0,33;1,62
LHX6;0,97;0,54;0,33;2,93
SLC20A2;0,97;0,70;0,33;2,63
CLPTM1;0,96;0,67;0,33;2,93
TRIM67;0,97;0,84;0,33;1,74
CDC37L1;0,97;1,17;0,33;-0,14
MAGT1;0,96;0,88;0,33;1,06
NKX2-5;0,95;1,09;0,33;0,20
DCLK2;0,96;0,84;0,33;1,76
CALM1;0,94;0,14;0,33;3,05
ELFN2;0,96;0,81;0,33;2,16
SLC41A2;0,97;0,79;0,33;1,78
ACTR1A;0,97;0,52;0,33;3,03
GEMIN8;0,94;1,00;0,33;0,60
LTBP4;0,50;0,84;0,33;2,35
ATG13;0,96;0,84;0,33;1,52
CCT8;0,96;0,92;0,33;1,07
ATXN7;0,96;1,16;0,33;-0,62
PITPNA;0,97;0,54;0,33;2,44
DYNC1LI1;0,96;0,92;0,33;1,04
TSC22D1;0,96;1,18;0,33;-0,88
R3HDM1;0,86;0,85;0,33;1,85
FJX1;0,94;0,99;0,33;0,66
FAM65B;0,92;0,78;0,33;2,37
RPS11;0,94;0,69;0,33;1,61
SKIV2L2;0,86;0,69;0,33;3,06
MAK16;0,96;1,00;0,33;0,58
HOXA11;0,94;0,98;0,33;0,67
DEDD;0,96;0,66;0,33;2,21
ZBTB7A;0,96;0,49;0,33;4,04
BRSK2;0,95;0,69;0,33;2,95
CDKN2AIP;0,96;1,01;0,33;0,54
ERG;0,96;0,67;0,33;2,53
CRK;0,96;0,60;0,33;2,37
SYT7;0,96;0,72;0,33;2,21
TMEM164;0,94;0,51;0,33;2,36
FOXG1;0,94;0,43;0,33;3,49
GTF2IRD1;0,90;0,76;0,33;2,66
CACUL1;0,96;0,99;0,33;0,65
RAB6B;0,96;0,50;0,33;2,49
RARA;0,96;0,57;0,33;3,08
BCL6;0,96;0,77;0,33;2,25
IPMK;0,96;0,96;0,33;0,77
HNF1A;0,96;0,92;0,33;1,14
UNC5D;0,93;0,79;0,33;2,25
PPM1G;0,96;0,53;0,33;3,34
POFUT1;0,96;0,93;0,33;0,95
ZNF296;0,96;0,83;0,33;1,61
PRCC;0,96;0,91;0,33;1,09
VMP1;0,96;0,67;0,33;2,25
USP25;0,75;0,92;0,33;1,24
EIF2B4;0,96;0,96;0,33;0,80
SYNJ1;0,43;0,84;0,33;2,25
HIP1;0,76;0,80;0,33;2,27
ADAMTS10;0,84;0,67;0,33;3,63
ANO1;0,87;0,74;0,33;2,77
CBFB;0,96;0,67;0,33;1,71
ARAF;0,96;0,67;0,33;2,45
ARF5;0,94;0,49;0,33;2,28
DSG1;0,93;1,11;0,33;-0,34
HHIP;0,95;0,88;0,33;1,36
USP33;0,86;0,80;0,33;2,10
ANP32B;0,96;0,81;0,33;1,27
DEPDC5;0,12;0,81;0,33;2,65
HYOU1;0,86;0,86;0,33;1,80
CLIP1;0,68;0,84;0,33;2,08
MYH14;0,04;0,86;0,33;2,28
RGS7BP;0,96;0,89;0,33;1,02
FAM208B;0,31;1,06;0,33;-0,09
EYA1;0,95;0,93;0,33;1,02
ZCCHC24;0,94;0,65;0,33;1,91
VPS13D;0,00;0,89;0,33;2,50
SPECC1L;0,86;0,88;0,33;1,60
KPNA3;0,95;0,49;0,33;3,39
ZMYM2;0,67;0,73;0,33;3,01
DERL2;0,96;0,73;0,33;1,62
SNED1;0,66;0,75;0,33;3,13
NEUROD2;0,94;0,56;0,33;2,67
OTUD7A;0,95;0,69;0,33;2,87
PRDM1;0,96;0,84;0,33;1,77
SKP2;0,96;0,73;0,33;1,95
ATXN2;0,85;0,80;0,33;2,35
ELMO1;0,90;0,64;0,33;3,13
CCDC132;0,81;0,74;0,33;2,50
RCC2;0,96;0,56;0,33;3,09
BMP4;0,96;0,92;0,33;1,01
GSK3B;0,96;0,57;0,33;2,80
MAGI1;0,56;0,93;0,33;1,36
SMURF2;0,87;0,66;0,33;2,90
CTLA4;0,94;0,70;0,33;1,69
SNX18;0,96;0,79;0,33;1,97
sept-11;0,96;0,73;0,33;1,97
MSH2;0,90;1,40;0,33;-2,45
HK1;0,91;0,67;0,33;3,23
TOX4;0,96;0,71;0,33;2,37
CSRNP2;0,96;0,74;0,33;2,17
SP9;0,94;0,64;0,34;2,26
LTBP3;0,69;0,76;0,34;2,85
ALDH1A1;0,95;0,81;0,34;1,66
RASAL2;0,80;0,91;0,34;1,40
AGAP3;0,91;0,71;0,34;2,99
CCDC64;0,95;0,93;0,34;0,98
ILDR2;0,95;0,89;0,34;1,26
GRB10;0,94;0,85;0,34;1,53
NCOA3;0,54;0,92;0,34;1,33
PURA;0,94;0,32;0,34;3,37
INCENP;0,89;0,98;0,34;0,77
TNR;0,52;0,90;0,34;1,60
ARHGAP25;0,95;1,00;0,34;0,62
PPP1CC;0,96;0,37;0,34;3,36
RBFOX1;0,95;1,07;0,34;0,20
XYLT1;0,92;1,00;0,34;0,59
TMEM178B;0,95;0,60;0,34;2,32
KIAA2026;0,66;1,44;0,34;-4,33
PSD;0,90;0,86;0,34;1,80
KLHL3;0,94;0,63;0,34;2,99
SPTY2D1;0,94;0,93;0,34;1,02
C1orf226;0,94;0,95;0,34;0,82
ANGPT1;0,95;0,87;0,34;1,30
ATG4B;0,96;0,84;0,34;1,41
SLITRK1;0,96;1,03;0,34;0,41
CACNA2D3;0,58;0,85;0,34;1,86
SART1;0,88;0,77;0,34;2,30
RBMX2;0,94;0,91;0,34;0,92
ANKS1A;0,81;0,75;0,34;2,81
KCNMB4;0,94;0,58;0,34;2,06
PSMC3;0,95;0,39;0,34;3,87
CDH6;0,92;0,75;0,34;2,39
FBLN1;0,92;0,88;0,34;1,43
GFPT1;0,90;0,44;0,34;4,35
STX12;0,96;0,91;0,34;0,95
DLG2;0,71;0,81;0,34;2,08
TMEM39A;0,95;0,83;0,34;1,55
SIX2;0,94;1,02;0,34;0,52
NUTF2;0,94;0,37;0,34;2,29
RNF126;0,95;0,97;0,34;0,73
DDHD1;0,90;0,92;0,34;1,18
SORCS1;0,56;0,92;0,34;1,30
TIPRL;0,95;0,70;0,34;1,80
FN1;0,00;0,92;0,34;1,65
PCGF3;0,95;0,63;0,34;2,10
PLCH1;0,40;0,91;0,34;1,48
PTPRU;0,39;0,82;0,34;2,45
FGF10;0,94;0,92;0,34;0,85
IFNGR2;0,95;0,95;0,34;0,83
RUSC1;0,94;0,89;0,34;1,45
ZNF318;0,37;1,03;0,34;0,20
SOX13;0,94;0,82;0,34;1,74
ZBTB37;0,96;0,70;0,34;2,36
BICC1;0,84;0,92;0,34;1,25
CNTFR;0,96;0,80;0,34;1,60
ZMYND19;0,95;0,75;0,34;1,56
LDB2;0,95;0,64;0,34;2,37
DDA1;0,94;0,58;0,34;1,66
LZTS1;0,95;1,06;0,34;0,22
PHOX2B;0,94;0,65;0,34;2,08
SLITRK3;0,94;1,00;0,34;0,59
BNC2;0,93;1,03;0,34;0,36
GPR64;0,93;0,80;0,34;1,89
HPRT1;0,94;0,38;0,34;2,32
RAB6A;0,95;0,45;0,34;2,50
MAP3K5;0,52;0,71;0,34;3,28
SLC4A7;0,74;0,81;0,34;2,25
GABRB3;0,95;0,48;0,34;3,39
JAK2;0,65;0,96;0,34;0,90
ELK1;0,94;0,65;0,34;2,19
SLC35F1;0,95;0,76;0,34;1,78
LCP2;0,92;0,94;0,34;0,92
CSTF1;0,95;0,48;0,34;3,41
KIF1C;0,72;0,91;0,34;1,40
RALGDS;0,89;0,89;0,34;1,47
LRP5;0,51;0,91;0,34;1,67
POU5F1;0,95;0,76;0,34;1,76
SIK1;0,94;0,88;0,34;1,49
XYLT2;0,93;0,81;0,34;2,09
AC006486,9;0,94;0,52;0,34;2,12
HOMER3;0,95;0,88;0,34;1,19
BCL2L1;0,94;0,74;0,34;1,62
DOCK1;0,01;0,84;0,34;2,41
GAB3;0,95;0,82;0,34;1,47
EIF2S2;0,95;0,46;0,34;2,90
SYT14;0,94;0,88;0,34;1,33
ARHGEF1;0,77;0,73;0,34;2,83
ZC3H14;0,88;0,87;0,34;1,45
EBP;0,94;0,72;0,34;1,49
FEZF1;0,95;0,87;0,34;1,29
HSD17B10;0,94;0,41;0,34;2,59
AP3B2;0,77;0,73;0,34;2,92
CLPX;0,92;0,80;0,34;1,81
CDC14B;0,94;0,92;0,34;1,01
EPB41L1;0,88;0,83;0,34;1,94
RPS10-NUDT3;0,95;0,73;0,34;1,75
MOV10;0,81;0,74;0,34;2,76
HMBS;0,95;0,99;0,34;0,64
HORMAD1;0,95;0,80;0,34;1,54
POU2F1;0,90;0,77;0,34;2,23
PRPS2;0,94;0,36;0,34;3,05
RAP1GDS1;0,93;0,92;0,34;1,07
PMEPA1;0,94;0,86;0,34;1,21
RUNX2;0,95;0,83;0,34;1,60
ALKBH5;0,95;0,62;0,34;2,56
PFDN6;0,94;0,69;0,34;1,41
SNX1;0,93;0,96;0,34;0,80
ASIC1;0,93;0,65;0,34;2,82
COPZ1;0,95;0,95;0,34;0,77
MTUS2;0,80;1,05;0,34;0,08
IRF8;0,95;0,89;0,34;1,19
PCDHAC2;0,93;0,86;0,34;1,72
POLR2B;0,52;0,31;0,34;6,62
CADPS2;0,37;0,94;0,34;1,09
LYPLA2;0,95;0,72;0,34;1,70
LRRC1;0,93;0,84;0,34;1,46
MAP3K13;0,80;0,80;0,34;2,19
OXR1;0,84;0,94;0,34;1,02
P4HA1;0,93;0,75;0,34;2,01
NTN4;0,92;0,82;0,34;1,74
AP3B1;0,62;0,96;0,34;0,89
KIF3A;0,90;0,62;0,34;3,09
FNTA;0,95;0,95;0,35;0,80
ITGA5;0,42;0,87;0,35;1,65
PI4KB;0,87;0,61;0,35;3,55
CXXC1;0,90;0,64;0,35;3,15
CD86;0,95;0,89;0,35;1,08
MAF1;0,95;0,59;0,35;2,22
VASP;0,95;0,88;0,35;1,21
HERPUD2;0,95;0,91;0,35;1,06
LARP4;0,87;0,94;0,35;0,99
LCOR;0,95;0,90;0,35;1,12
C6orf136;0,95;0,88;0,35;1,26
CCNT2;0,93;0,82;0,35;1,77
ATG2A;0,05;0,90;0,35;1,81
USP49;0,94;0,71;0,35;2,62
NUPL1;0,93;0,92;0,35;1,06
ASUN;0,86;0,67;0,35;2,76
ATP8A1;0,20;0,76;0,35;2,61
RNF214;0,91;0,92;0,35;1,15
EIF3I;0,95;0,60;0,35;2,46
SGMS1;0,95;0,60;0,35;2,67
TECPR2;0,58;0,88;0,35;1,74
VPS4A;0,94;0,62;0,35;2,69
DHX36;0,47;0,84;0,35;1,84
DROSHA;0,09;0,65;0,35;3,98
PER2;0,71;1,02;0,35;0,43
NEO1;0,24;0,89;0,35;1,63
AFF1;0,71;1,11;0,35;-0,41
BZW1;0,94;0,50;0,35;3,03
ETV1;0,94;0,95;0,35;0,87
THBS2;0,56;0,83;0,35;2,21
BECN1;0,94;0,76;0,35;1,88
BEND3;0,94;0,79;0,35;2,31
LRRC8A;0,94;0,64;0,35;3,38
MEGF10;0,39;0,95;0,35;1,05
RNF144A;0,95;0,81;0,35;1,44
STAT4;0,77;0,68;0,35;2,74
TRAM2;0,94;0,76;0,35;1,76
STK38L;0,93;0,55;0,35;2,94
EXOC3;0,92;0,75;0,35;2,43
SLK;0,37;0,76;0,35;2,65
DCAF7;0,93;0,26;0,35;2,74
EHBP1;0,31;0,93;0,35;1,19
USP14;0,91;0,75;0,35;1,94
LHX5;0,95;0,68;0,35;2,17
RDX;0,85;0,95;0,35;0,91
PDE2A;0,63;0,56;0,35;4,06
E2F3;0,95;0,81;0,35;1,59
FOXN1;0,94;0,99;0,35;0,66
SGTA;0,95;0,72;0,35;1,97
ZNF503;0,95;0,99;0,35;0,68
RASSF8;0,94;0,90;0,35;1,10
CD22;0,80;0,99;0,35;0,67
FLT3;0,61;0,95;0,35;0,98
UGCG;0,94;0,56;0,35;2,74
ZNF146;0,93;0,51;0,35;2,58
FRMD4B;0,45;1,08;0,35;-0,04
UBR1;0,01;0,83;0,35;2,40
YBX1;0,95;0,75;0,35;1,72
SLC25A5;0,93;0,44;0,35;2,65
RPS4X;0,93;0,49;0,35;2,29
NUP214;0,05;0,99;0,35;0,65
HNRNPLL;0,92;0,69;0,35;2,36
SLC4A1;0,85;0,86;0,35;1,66
RAP1GAP;0,84;0,76;0,35;2,30
MAP4;0,85;0,99;0,35;0,69
EFNB1;0,93;0,76;0,35;1,59
EGFR;0,37;0,86;0,35;1,87
RASGEF1B;0,92;0,84;0,35;1,47
EMD;0,93;1,22;0,35;-0,16
RHOT1;0,80;0,71;0,35;2,47
KIDINS220;0,07;0,85;0,35;2,26
EN1;0,93;0,89;0,35;1,10
MMP16;0,92;0,53;0,35;3,52
CBX5;0,93;0,40;0,35;2,53
APPL1;0,80;0,98;0,35;0,72
LEO1;0,87;0,73;0,35;2,34
S100PBP;0,95;1,10;0,35;0,08
ARID5A;0,95;0,83;0,35;1,67
MRGBP;0,93;0,52;0,35;2,24
LHFPL3;0,93;0,88;0,35;1,06
NR3C2;0,84;0,81;0,35;2,10
SLC38A1;0,93;0,72;0,35;2,15
HOXA3;0,94;1,06;0,35;0,28
GTPBP1;0,93;0,59;0,35;3,36
RAB11FIP2;0,94;0,97;0,35;0,78
SREK1;0,91;0,74;0,35;2,26
MDGA2;0,66;0,86;0,35;1,74
DNAJB14;0,94;0,77;0,35;1,69
AGTPBP1;0,42;0,83;0,35;2,01
MAZ;0,94;1,00;0,35;0,59
SDK2;0,00;0,84;0,35;2,68
MRC1;0,94;0,67;0,35;1,95
PCDH10;0,89;0,94;0,35;1,08
SHROOM3;0,32;0,95;0,35;1,24
BMI1;0,94;0,58;0,35;2,43
KANSL1L;0,66;1,05;0,35;0,25
SYAP1;0,94;0,85;0,35;1,16
ASNA1;0,94;0,67;0,35;2,21
STRN3;0,83;0,95;0,35;0,93
KLHDC10;0,93;0,45;0,35;3,41
MYB;0,82;0,72;0,35;2,51
INPP4B;0,55;0,93;0,35;1,13
TBC1D30;0,89;0,69;0,35;2,70
TRAF4;0,94;0,68;0,35;2,42
UBFD1;0,94;0,89;0,35;1,04
HSP90AA1;0,86;0,94;0,35;1,04
ARAP1;0,12;0,85;0,35;2,14
PAPPA;0,16;0,84;0,35;2,21
TTN;0,00;1,04;0,35;-1,10
TUBGCP3;0,46;0,75;0,35;2,52
MIA3;0,04;0,99;0,35;0,69
COLEC12;0,91;0,87;0,35;1,49
ARL8A;0,94;0,31;0,35;2,92
ZNF362;0,94;0,60;0,35;2,73
EIF4E;0,94;0,47;0,35;2,58
LCORL;0,92;0,81;0,35;1,66
ST3GAL2;0,94;0,78;0,35;1,70
RNF19B;0,92;0,74;0,35;2,27
DIP2A;0,11;0,81;0,35;2,62
RAF1;0,85;0,71;0,35;2,46
ELOVL5;0,93;0,80;0,36;1,52
XRN2;0,35;0,75;0,36;2,50
SLC24A3;0,88;0,77;0,36;2,09
JMJD6;0,93;0,83;0,36;1,48
PLP1;0,93;0,56;0,36;2,04
CADM3;0,93;0,79;0,36;1,69
SPCS2;0,93;0,77;0,36;1,42
UBE2H;0,94;0,16;0,36;3,30
BMPR1A;0,90;0,77;0,36;1,92
PSMC5;0,93;0,31;0,36;4,16
CD19;0,90;0,93;0,36;1,03
FLT3LG;0,94;0,92;0,36;0,90
GRIP1;0,51;0,88;0,36;1,58
WWTR1;0,94;0,90;0,36;1,12
ZNF326;0,90;0,84;0,36;1,58
KCNQ3;0,80;0,80;0,36;2,07
CALM3;0,93;0,18;0,36;2,98
GID8;0,94;0,51;0,36;2,47
SPTBN2;0,00;0,85;0,36;2,63
RCC1;0,93;0,81;0,36;1,68
EPHA6;0,67;0,89;0,36;1,50
FER;0,66;0,90;0,36;1,26
YWHAZ;0,94;0,32;0,36;3,10
GRB2;0,94;0,40;0,36;2,85
IPO8;0,23;0,81;0,36;2,12
SUV39H2;0,93;0,44;0,36;3,28
SVIL;0,00;0,98;0,36;0,89
OSBPL11;0,83;0,75;0,36;2,29
MIER2;0,90;1,01;0,36;0,56
UBE2Z;0,94;0,45;0,36;2,87
NFATC4;0,87;0,90;0,36;1,44
LCT;0,06;0,77;0,36;3,16
NTNG1;0,92;0,69;0,36;2,45
FIP1L1;0,79;0,60;0,36;3,07
ATP6V1A;0,87;0,56;0,36;3,37
TMEM194A;0,92;0,91;0,36;1,07
RNF103;0,90;0,96;0,36;0,84
WSB2;0,93;0,70;0,36;2,14
KTN1;0,01;1,07;0,36;-0,02
FNBP1;0,83;0,77;0,36;2,02
PPTC7;0,94;0,48;0,36;2,89
CANX;0,87;0,84;0,36;1,58
KDM5D;0,93;1,18;0,36;-0,37
CRTC3;0,87;1,03;0,36;0,40
SOX4;0,93;0,88;0,36;1,17
TNFRSF8;0,86;0,95;0,36;0,94
MAP2K6;0,91;0,46;0,36;3,01
FMNL3;0,47;0,81;0,36;2,20
FAM83H;0,89;1,10;0,36;-0,42
GPR125;0,29;1,02;0,36;0,45
NXPH2;0,93;0,77;0,36;1,50
PIK3C2A;0,01;0,93;0,36;1,30
ZNF628;0,91;0,93;0,36;1,21
EDC4;0,11;0,73;0,36;3,29
FAXC;0,93;0,82;0,36;1,54
sept-05;0,93;0,61;0,36;2,63
RASGRF2;0,15;0,73;0,36;3,03
RAVER1;0,91;0,87;0,36;1,46
IL7;0,93;0,96;0,36;0,70
ADRBK2;0,71;0,69;0,36;2,63
PDCD6IP;0,71;0,95;0,36;0,98
ALYREF;0,93;0,54;0,36;2,31
ETNK1;0,93;0,75;0,36;1,91
SMC1B;0,10;0,84;0,36;1,95
NR4A3;0,91;0,64;0,36;2,81
PARD6B;0,93;0,83;0,36;1,39
RAB5C;0,94;0,79;0,36;1,42
CCNB3;0,86;0,97;0,36;0,84
DDX23;0,54;0,48;0,36;4,62
PPP2R3A;0,62;1,08;0,36;-0,04
TRAM1;0,93;0,80;0,36;1,54
MOSPD1;0,92;0,74;0,36;1,33
E2F8;0,82;0,97;0,36;0,81
ABR;0,63;0,57;0,36;3,89
ZIC3;0,92;0,58;0,36;2,52
BZRAP1;0,01;0,92;0,36;1,48
AES;0,94;0,63;0,36;2,06
POT1;0,85;0,78;0,36;1,92
CAPZA1;0,93;0,83;0,36;1,30
GAS7;0,85;0,70;0,36;2,33
SMURF1;0,61;0,70;0,36;2,76
WDR13;0,94;0,47;0,36;3,29
DHX40;0,76;0,63;0,36;3,02
E2F5;0,94;0,93;0,36;0,86
TNS1;0,06;1,00;0,36;0,55
MARK1;0,60;0,70;0,36;2,73
FOXN3;0,93;0,71;0,36;2,28
PGAP2;0,93;0,93;0,36;0,93
RIMBP2;0,68;0,92;0,36;1,34
MPHOSPH10;0,85;1,01;0,36;0,54
sept-06;0,93;0,75;0,36;1,70
TUBB2A;0,93;0,15;0,36;5,26
ADAM22;0,25;0,77;0,36;2,34
SENP3;0,85;0,68;0,36;2,56
USP27X;0,92;0,40;0,36;3,18
